document_no,counterparty,party_code,due_date,days_overdue,bucket,outstanding_inr,expected_in_window_inr,status
INV-2026-000596,Saptagiri Analytics Ltd,,2026-05-05,123,91-180,142413.0,0.0,overdue
INV-2026-000078,Everstone Water Treatment Company,,2026-05-14,114,91-180,141860.0,0.0,overdue
INV-2026-001119,Shree Balaji Machine Parts & Co,,2026-08-17,19,1-30,141349.0,0.0,overdue
INV-2026-001327,Anant Infra Conveyances PVT LTD,,2026-08-03,33,31-60,140383.0,444.34,overdue
INV-2026-001474,Anant Infra Conveyances PVT LTD,,2026-08-18,18,1-30,139625.0,0.0,overdue
INV-2026-000381,Ashwini Interiors & Co,,2026-05-07,121,91-180,137875.0,3039.44,overdue
INV-2026-000721,Pushpa Metals Agri Inputs PVT LTD,,2026-05-15,113,91-180,136454.0,0.0,overdue
INV-2026-000049,Trinetra Piping Solutions LLP,,2026-05-11,117,91-180,135700.0,56.89,overdue
INV-2026-001181,Everstone Water Treatment Company,,2026-08-22,14,1-30,134886.0,0.0,overdue
INV-2026-000557,Suryavansh Print Solutions & Co,,2026-05-25,103,91-180,134830.0,0.0,overdue
INV-2026-000646,Ashwini Cable Systems LLP,,2026-06-01,96,91-180,132427.0,0.0,open
INV-2026-000627,Goldcrest Warehousing Private Limited,,2026-05-07,121,91-180,132426.0,0.0,open
INV-2026-001040,Everstone Water Treatment Company,,2026-08-08,28,1-30,132189.0,0.0,overdue
INV-2026-000957,Nalanda Fab Services Private Limited,,2026-08-01,35,31-60,131654.0,0.0,overdue
INV-2026-000183,Vedika Textiles Company,,2026-04-07,151,91-180,131281.0,0.0,overdue
INV-2026-000842,Shree Balaji Machine Parts & Co,,2026-07-21,46,31-60,131077.0,0.0,overdue
INV-2026-000130,Trinetra Piping Solutions LLP,,2026-05-18,110,91-180,130565.0,0.0,overdue
INV-2026-001584,Zenith One Logistics & Co,,2026-08-28,8,1-30,130514.0,87687.48,overdue
INV-2026-000563,Suryavansh Print Solutions & Co,,2026-05-25,103,91-180,130506.0,0.0,overdue
INV-2026-000043,Goldcrest Warehousing Private Limited,,2026-03-19,170,91-180,129629.0,0.0,overdue
INV-2026-001562,Ashwini Cable Systems LLP,,2026-08-26,10,1-30,126731.0,0.0,overdue
INV-2026-001076,Trinetra Piping Solutions LLP,,2026-08-11,25,1-30,126603.0,0.0,overdue
INV-2026-000650,Suryavansh Print Solutions & Co,,2026-06-01,96,91-180,125049.0,0.0,overdue
INV-2026-000250,Ashwini Cable Systems LLP,,2026-04-27,131,91-180,124877.0,0.0,open
INV-2026-000781,Trinetra Piping Solutions LLP,,2026-07-14,53,31-60,124705.0,0.0,overdue
INV-2026-000246,Vedika Textiles Company,,2026-04-11,147,91-180,123816.0,0.0,overdue
INV-2026-000436,Nalanda Fab Services Private Limited,,2026-06-10,87,61-90,121736.0,0.0,overdue
INV-2026-000535,Nalanda Fab Services Private Limited,,2026-06-22,75,61-90,121398.0,0.0,overdue
INV-2026-001231,Orbitex Packaging Private Limited,,2026-08-11,25,1-30,120997.0,0.0,open
INV-2026-001524,Suryavansh Catering Services Company,,2026-08-22,14,1-30,120801.0,0.0,overdue
INV-2026-001552,Suryavansh Print Solutions & Co,,2026-08-24,12,1-30,119945.0,0.0,open
INV-2026-001617,Anant Infra Conveyances PVT LTD,,2026-08-31,5,1-30,119052.0,89923.6,overdue
INV-2026-000550,Nalanda Recyclers LLP,,2026-05-08,120,91-180,117949.0,0.0,overdue
INV-2026-001168,Suryavansh Catering Services Company,,2026-07-22,45,31-60,117732.0,0.0,overdue
INV-2026-000756,Ashwini Cable Systems LLP,,2026-06-11,86,61-90,117563.0,0.0,open
INV-2026-000508,Anant Infra Staffing Private Limited,,2026-06-03,94,91-180,117100.0,0.0,overdue
INV-2026-001165,Trinetra Piping Solutions LLP,,2026-08-21,15,1-30,116858.0,0.0,overdue
INV-2026-000920,Goldcrest Warehousing Private Limited,,2026-06-05,92,91-180,115936.0,0.0,overdue
INV-2026-001296,Goldcrest Warehousing Private Limited,,2026-07-09,58,31-60,115405.0,0.0,overdue
INV-2026-000959,Nalanda Fab Services Private Limited,,2026-08-01,35,31-60,115379.0,0.0,overdue
INV-2026-000273,Orbitex Packaging Private Limited,,2026-05-12,116,91-180,113703.0,0.0,overdue
INV-2026-001490,Suryavansh Print Solutions & Co,,2026-08-20,16,1-30,113210.0,0.0,open
INV-2026-001598,Zenith One Logistics & Co,,2026-08-29,7,1-30,112028.0,0.0,overdue
INV-2026-000838,Goldcrest Steel Traders Company,,2026-06-05,92,91-180,111379.0,0.0,open
INV-2026-001293,Ashwini Interiors & Co,,2026-08-01,35,31-60,110629.0,0.0,overdue
INV-2026-001170,Orbitex Packaging Private Limited,,2026-08-06,30,1-30,110149.0,0.0,overdue
INV-2026-001538,Pushpa Metals Agri Inputs PVT LTD,,2026-07-31,36,31-60,110013.0,0.0,overdue
INV-2026-000639,Trinetra Piping Solutions LLP,,2026-06-30,67,61-90,105968.0,0.0,overdue
INV-2026-000213,Goldcrest Warehousing Private Limited,,2026-04-01,157,91-180,104906.0,0.0,open
INV-2026-000218,Anant Infra Conveyances PVT LTD,,2026-04-24,134,91-180,103298.0,0.0,overdue
INV-2026-000284,Nalanda Fab Services Private Limited,,2026-05-29,99,91-180,102387.0,0.0,overdue
INV-2026-001595,Vedika Textiles Company,,2026-08-14,22,1-30,102123.0,8402.45,overdue
INV-2026-001192,Anant Infra Conveyances PVT LTD,,2026-07-24,43,31-60,101500.0,0.0,overdue
INV-2026-001144,Trinetra Piping Solutions LLP,,2026-08-18,18,1-30,101264.0,0.0,overdue
INV-2026-000701,Goldcrest Warehousing Private Limited,,2026-05-14,114,91-180,99332.0,0.0,open
INV-2026-001131,Suryavansh Petro Chemicals & Co,,2026-07-18,49,31-60,99174.0,0.0,overdue
INV-2026-000847,Suryavansh Catering Services Company,,2026-06-22,75,61-90,96882.0,0.0,overdue
INV-2026-000766,Trinetra Piping Solutions LLP,,2026-07-13,54,31-60,96089.0,0.0,overdue
INV-2026-000233,Goldcrest Warehousing Private Limited,,2026-04-02,156,91-180,95201.0,0.0,open
INV-2026-000258,Suryavansh Print Solutions & Co,,2026-04-27,131,91-180,95183.0,0.0,overdue
INV-2026-000124,Nalanda Fab Services Private Limited,,2026-05-18,110,91-180,94813.0,0.0,overdue
INV-2026-001660,Anant Infra Conveyances PVT LTD,,2026-09-05,0,1-30,94512.0,77383.68,open
INV-2026-000257,Everstone Water Treatment Company,,2026-05-26,102,91-180,94193.0,0.0,overdue
INV-2026-000515,Trinetra Piping Solutions LLP,,2026-06-19,78,61-90,92868.0,0.0,overdue
INV-2026-000093,Shree Balaji Machine Parts & Co,,2026-05-15,113,91-180,92617.0,0.0,overdue
INV-2026-000397,Zenith One Logistics & Co,,2026-05-08,120,91-180,91899.0,0.0,overdue
INV-2026-001819,Orbitex Paper Mills PVT LTD,,2026-08-28,8,1-30,90516.0,0.0,overdue
INV-2026-000006,Suryavansh Catering Services Company,,2026-04-08,150,91-180,89978.0,0.0,overdue
INV-2026-001095,Shree Balaji Machine Parts & Co,,2026-08-14,22,1-30,89820.0,0.0,overdue
INV-2026-000455,Suryavansh Print Solutions & Co,,2026-05-14,114,91-180,89731.0,0.0,overdue
INV-2026-001348,Anant Infra Staffing Private Limited,,2026-08-21,15,1-30,84881.0,0.0,overdue
INV-2026-000279,Trinetra Piping Solutions LLP,,2026-05-29,99,91-180,84034.0,0.0,overdue
INV-2026-001279,Anant Infra Conveyances PVT LTD,,2026-07-31,36,31-60,79524.0,0.0,overdue
INV-2026-000245,Suryavansh Catering Services Company,,2026-04-27,131,91-180,77960.0,0.0,overdue
INV-2026-000027,Zenith One Logistics & Co,,2026-04-09,149,91-180,77959.0,1661.66,overdue
INV-2026-001537,Suryavansh Print Solutions & Co,,2026-08-24,12,1-30,75581.0,0.0,open
INV-2026-000151,Suryavansh Catering Services Company,,2026-04-18,140,91-180,74140.0,1634.35,overdue
INV-2026-000871,Nalanda Fab Services Private Limited,,2026-07-24,43,31-60,73821.0,0.0,overdue
INV-2026-000244,Zenith One Logistics & Co,,2026-04-27,131,91-180,73479.0,0.0,overdue
INV-2026-000321,Anant Infra Conveyances PVT LTD,,2026-05-01,127,91-180,71041.0,0.0,overdue
INV-2026-001115,Anant Infra Conveyances PVT LTD,,2026-07-17,50,31-60,69846.0,136.3,open
INV-2026-001037,Everstone Water Treatment Company,,2026-08-08,28,1-30,68936.0,0.0,overdue
INV-2026-000940,Anant Infra Conveyances PVT LTD,,2026-07-01,66,61-90,66891.0,0.0,overdue
INV-2026-001476,Sahyadri Polymers PVT LTD,,2026-09-03,2,1-30,66552.0,53769.01,overdue
INV-2026-000523,Ashwini Cable Systems LLP,,2026-05-21,107,91-180,65605.0,0.0,overdue
INV-2026-001459,Pushpa Metals Agri Inputs PVT LTD,,2026-07-24,43,31-60,64770.0,0.0,overdue
INV-2026-000275,Nalanda Fab Services Private Limited,,2026-05-27,101,91-180,60784.0,0.0,overdue
INV-2026-000659,Anant Infra Staffing Private Limited,,2026-06-16,81,61-90,60376.0,0.0,overdue
INV-2026-000363,Anant Infra Conveyances PVT LTD,,2026-05-06,122,91-180,57815.0,0.0,overdue
INV-2026-000147,Anant Infra Conveyances PVT LTD,,2026-04-18,140,91-180,56793.0,0.0,overdue
INV-2026-000478,Goldcrest Warehousing Private Limited,,2026-04-23,135,91-180,56325.0,0.0,overdue
INV-2026-000122,Suryavansh Print Solutions & Co,,2026-04-17,141,91-180,53966.0,0.0,overdue
INV-2026-000971,Suryavansh Catering Services Company,,2026-07-03,64,61-90,53891.0,0.0,open
INV-2026-000593,Suryavansh Print Solutions & Co,,2026-05-28,100,91-180,53704.0,0.0,overdue
INV-2026-000306,Suryavansh Petro Chemicals & Co,,2026-04-30,128,91-180,53493.0,0.0,overdue
INV-2026-001161,Suryavansh Catering Services Company,,2026-07-21,46,31-60,53372.0,0.0,overdue
INV-2026-001140,Goldcrest Warehousing Private Limited,,2026-06-26,71,61-90,45943.0,0.0,overdue
INV-2026-000326,Anant Infra Conveyances PVT LTD,,2026-05-01,127,91-180,45680.0,0.0,overdue
INV-2026-001750,Goldcrest Warehousing Private Limited,,2026-08-21,15,1-30,41100.0,12604.95,overdue
INV-2026-000514,Goldcrest Warehousing Private Limited,,2026-04-27,131,91-180,40003.0,0.0,open
INV-2026-001105,Suryavansh Catering Services Company,,2026-07-16,51,31-60,36171.0,0.0,overdue
INV-2026-001239,Suryavansh Print Solutions & Co,,2026-07-29,38,31-60,30954.0,0.0,overdue
INV-2026-000878,Goldcrest Warehousing Private Limited,,2026-06-02,95,91-180,29237.0,0.0,overdue
INV-2026-001334,Goldcrest Warehousing Private Limited,,2026-07-13,54,31-60,25206.0,0.0,overdue
